StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q1,Q2,Q3,Q4,Q5,Q6,Q6_16_TEXT,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_17_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q1,Q1_11_TEXT,Q2,Q2_11_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q1,Q1_9_TEXT,Q2,Q2_7_TEXT,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q8_4_TEXT
5/2/24 7:24,5/2/24 8:00,IP Address,100,2211,TRUE,5/2/24 8:00,R_2EnTLNkRsYgxAJZ,anonymous,EN,0.899999976,Agree,"I am aware of open science, but have not used open science practices in my research",7,4,0,3,0,"Neither in favor nor against (i.e., neutral)",Low,2,2020,No,,,10,5,15,60,15,5,"Neither in favor nor against (i.e., neutral)",Low,0,0,"It was too time consuming,It was too difficult,I didn't know of a suitable registry,I won't be credited for it",,No,5,5,15,60,15,5,In favor,Low,0,0,"It was too time consuming,I didn’t perceive my field to be in favor of this,I didn't know of a suitable repository,I won’t be credited for it",,No,5,5,15,20,30,30,In favor,0,0,Other (explain below),I haven't used it.,"It was too time consuming,It was too difficult,I didn't know of a suitable registry",,No,20,10,10,10,20,50,4,1,7,2,5,6,3,"Too time consuming/lack of support,Lack of knowledge of suitable registries,Lack of direct benefit to me",4,3,6,5,1,2,4,3,6,5,1,2,"Colleague or peer,Social media",,"Journal publication or scholarly work,Training from your institution",,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Asian,,Cisgender man,,Basic researcher,,University,,Associate Professor,,4,30,I mainly conduct single-case design research,
5/2/24 8:03,5/2/24 8:12,IP Address,100,534,TRUE,5/2/24 8:12,R_7wcWJHHDDPYQgr2,anonymous,EN,0.800000012,Agree,I have extensive experience with open science practices,4,0,8,6,0,Very much in favor,Low,0,0,No,,,20,5,5,10,10,70,"Neither in favor nor against (i.e., neutral)",None,0,0,"I didn't want others to use my plans for their own research,I was nervous that someone would discover a mistake,I was unfamiliar with the practice,I didn't know of a suitable registry,It didn't seem relevant for my work,I didn't think it was important",,No,2,20,0,70,0,10,Very much in favor,Moderate ,0,0,"It was too time consuming,I didn’t perceive my field to be in favor of this,I didn't know of a suitable repository,It didn't seem relevant for my work",,No,40,10,0,20,0,70,Very much in favor,0,0,,,"It was too time consuming,I didn't know of a suitable registry,It didn't seem relevant for my work,I won't be credited for it",,"No, there were not original materials to share",20,10,0,10,0,80,2,3,5,4,6,7,1,"Lack of knowledge of open science practices,Too time consuming/lack of support,It did not seem relevant ,Lack of direct benefit to me",1,4,3,5,6,2,1,4,3,5,6,2,Other (explain below),Learned on my own during research internship,"Conference presentation or workshop,Training from your institution,Mentor or advisor,Doctoral training program,Journal club,Social media",,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,White,,Cisgender man,,Translational researcher,,University,,Other (please explain),Master’s student,1,1,I mainly conduct single-case design research,
5/2/24 8:14,5/2/24 8:33,IP Address,100,1125,TRUE,5/2/24 8:33,R_2GwvrXp09atb8ZI,anonymous,EN,0.300000012,Agree,I have some experience with open science practices,,,,,,Very much in favor,High,0,0,I don't have any scholarly work,,,,0,30,20,30,20,Very much in favor,High,0,0,"My collaborators were opposed to doing it,I won't be credited for it",,I don't have any scholarly work,50,0,20,20,30,30,Very much in favor,High,0,0,"The data were proprietary, or access was restricted,The data were already available in a repository",,I don't have any scholarly work,60,0,30,20,30,20,Very much in favor,0,0,Repository,,"My collaborators were opposed to doing it,I was worried it would reduce publishability of my findings ",,I don't have any empirical scholarly work,40,0,20,20,30,30,1,3,6,4,5,2,7,"Lack of knowledge of open science practices,Opposition from collaborators ,Lack of direct benefit to me",2,3,4,5,6,1,3,2,4,5,6,1,"Journal publication or scholarly work,Online webinar, blog, or podcast,Social media",,"Journal publication or scholarly work,Online webinar, blog, or podcast,Social media",,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Asian,,Cisgender woman,,Applied researcher,,Private clinic,,Post-doctoral Researcher ,,4,0,I mainly conduct systematic reviews and meta-analyses,
5/2/24 8:42,5/2/24 9:00,IP Address,100,1089,TRUE,5/2/24 9:00,R_3uswG1f1MgIZXEX,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,9,9,10,9,9,Very much in favor,Moderate,2,2023,Yes,It was too time consuming,,5,5,10,60,10,15,In favor,High,1,2023,"It was too time consuming,It didn't seem relevant for my work",,Yes,5,10,15,50,15,10,Very much in favor,Moderate ,0,0,"The data were proprietary, or access was restricted,It was too time consuming,The data were too difficult to anonymize (human subjects)",,No,5,20,20,30,20,10,Very much in favor,0,2017,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,It was too time consuming,,Yes,10,10,10,30,20,30,1,2,4,3,6,7,5,"Too time consuming/lack of support,Lack of knowledge of suitable registries,Lack of direct benefit to me",2,1,3,6,5,4,2,1,3,4,5,6,"Training from professional organizations,Colleague or peer,Online webinar, blog, or podcast",,"Conference presentation or workshop,Training from professional organizations,Training from your institution,Mentor or advisor,Doctoral training program",,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,White,,Cisgender man,,Basic researcher,,University,,Professor,,15,37,Other (Please explain),"historical, conceptual  and metascientific research"
5/2/24 9:01,5/2/24 9:10,IP Address,100,573,TRUE,5/2/24 9:10,R_5FQYVwxsVieAxgI,anonymous,EN,1,Agree,"Until now, I was unaware of open science practices",1,1,4,8,1,"Neither in favor nor against (i.e., neutral)",Low,0,0,No,,,10,5,30,15,45,5,In favor,Low,0,0,"I was unfamiliar with the practice,I didn't know of a suitable registry",,No,3,0,50,0,0,50,"Neither in favor nor against (i.e., neutral)",Low,0,0,I was unfamiliar with the practice,,No,5,0,50,0,50,0,"Neither in favor nor against (i.e., neutral)",0,0,Supplemental materials,,"I was unfamiliar with the practice,I didn't know of a suitable registry",,No,5,0,50,0,50,0,1,3,4,5,2,6,7,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries,It did not seem relevant ",1,3,5,4,6,2,,,,,,,Social media,,"Conference presentation or workshop,Training from professional organizations,Training from your institution,Doctoral training program",,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,Cisgender man,,Scientist-practitioner,,School-based,,Other (please explain),Getting ready to apply for doctoral programs,5,0,I mainly conduct single-case design research,
5/2/24 8:56,5/2/24 9:18,IP Address,100,1295,TRUE,5/2/24 9:18,R_311g10ng9VQYsC3,anonymous,EN,0.5,Agree,"I am aware of open science, but have not used open science practices in my research",3,1,2,2,3,"Neither in favor nor against (i.e., neutral)",Moderate,0,0,I don't have any scholarly work,,,20,20,10,40,20,10,In favor,Moderate,0,0,"I was worried it would reduce publishability of my findings ,I won't be credited for it",,I don't have any scholarly work,0,25,15,30,20,10,"Neither in favor nor against (i.e., neutral)",Moderate ,0,0,"The data were proprietary, or access was restricted,It was too time consuming,The data were too difficult to anonymize (human subjects),The data were already available in a repository",,I don't have any scholarly work,20,20,10,50,10,10,"Neither in favor nor against (i.e., neutral)",0,0,Supplemental materials,,"It was too time consuming,My collaborators were opposed to doing it,I was worried it would reduce publishability of my findings ,I won't be credited for it",,I don't have any empirical scholarly work,30,10,20,40,20,10,2,1,5,4,6,3,7,"Lack of knowledge of open science practices,Opposition from collaborators ,Lack of direct benefit to me",2,1,4,6,3,5,2,1,4,3,5,6,"Conference presentation or workshop,Journal publication or scholarly work,Online webinar, blog, or podcast",,"Training from professional organizations,Online webinar, blog, or podcast,Journal club",,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,White,,Cisgender man,,Scientist-practitioner,,,,Post-doctoral Researcher ,,3,0,I mainly conduct single-case design research,
5/2/24 9:18,5/2/24 9:31,IP Address,100,791,TRUE,5/2/24 9:31,R_7Gy8iuSXCcgKqQU,anonymous,EN,1,Agree,I have extensive experience with open science practices,10,10,10,10,7,Very much in favor,High,17,2020,Yes,I didn’t want to dilute attention to the scholarly work when it was published ,,15,0,5,50,30,15,Very much in favor,Moderate,2,2014,"It was too difficult,I was nervous that someone would discover a mistake",,No,5,0,30,40,20,10,Very much in favor,High,16,2019,The data were too difficult to anonymize (human subjects),,Yes,10,0,30,40,20,10,Very much in favor,15,2019,Repository,,,,Yes,16,0,15,30,35,20,1,2,3,6,4,7,5,,2,1,6,4,5,3,2,1,6,4,5,3,Training from your institution,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,White,,Prefer not to say,,Translational researcher,,University,,Professor,,13,85,Other (Please explain),
5/2/24 9:33,5/2/24 10:15,IP Address,100,2533,TRUE,5/2/24 10:15,R_1EmYW8OTqtubXs7,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",6,0,,,,"Neither in favor nor against (i.e., neutral)",Low,2,2023,No,,,10,0,20,60,20,0,"Neither in favor nor against (i.e., neutral)",Low,0,0,,,No,0,20,20,20,20,20,"No opinion (i.e., I did not know anything about sharing data before this survey)",None,0,0,,,No,0,20,20,20,20,20,In favor,0,0,,,,,No,,20,20,20,20,20,1,2,7,3,5,6,4,"Lack of knowledge of open science practices,Too time consuming/lack of support,Lack of knowledge of suitable registries",6,5,2,3,4,1,6,2,3,4,5,1,"Mentor or advisor,Colleague or peer",,"Conference presentation or workshop,Training from professional organizations",,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,White,,Cisgender woman,,Applied researcher,,Other (please explain),Nonprofit research organization,Industry Researcher,,2,12,I mainly conduct single-case design research,
5/2/24 17:19,5/2/24 17:43,IP Address,100,1423,TRUE,5/2/24 17:43,R_2mkMBnOWDkyMBTm,anonymous,EN,1,Agree,"Until now, I was unaware of open science practices",,,5,,,"No opinion (i.e., I did not know anything about preprints before this survey)",None,0,0,I don't have any scholarly work,,,0,15,20,25,25,15,"No opinion (i.e., I did not know anything about preregisteration before this survey)",None,0,0,Other (explain below),I don't have any scholarly work,I don't have any scholarly work,0,15,20,25,25,15,"No opinion (i.e., I did not know anything about sharing data before this survey)",None,0,0,Other (explain below),I don't have any scholarly work,I don't have any scholarly work,0,15,20,25,25,15,"No opinion (i.e., I did not know anything about sharing materials before this survey)",0,0,Other (explain below),I don't have any scholarly work,Other (explain below),I don't have any scholarly work,I don't have any empirical scholarly work,0,15,20,25,25,15,1,3,4,6,7,5,2,"Lack of knowledge of open science practices,It did not seem relevant ",1,6,2,3,4,5,3,5,1,2,4,6,Other (explain below),N/A,Other (explain below),N/A,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,White,,Cisgender woman,,Practitioner ,,In-home services,,Other (please explain),Behavior analyst,8,0,Other (Please explain),I don't have any scholarly work
5/2/24 17:50,5/2/24 17:55,IP Address,100,293,TRUE,5/2/24 17:55,R_4kcVMzIVFFqD9GO,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,10,7,9,9,0,"Neither in favor nor against (i.e., neutral)",Moderate,0,0,No,,,70,0,0,20,30,50,"Neither in favor nor against (i.e., neutral)",Moderate,0,2023,,,No,10,20,10,70,0,0,In favor,Low,0,0,"The data were proprietary, or access was restricted",,No,50,0,0,0,20,80,In favor,2,2019,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,,,No,60,0,0,0,0,100,3,4,1,2,7,6,5,I did not want to share my ideas/data,2,3,4,5,6,1,2,3,4,5,6,1,Other (explain below),colleagues,"Journal publication or scholarly work,Training from your institution,Mentor or advisor",,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Asian,,Cisgender woman,,Basic researcher,,University,,Assistant Professor ,,2,18,I mainly conduct single-case design research,
5/2/24 18:36,5/2/24 18:49,IP Address,100,798,TRUE,5/2/24 18:49,R_8w0RxeyTRcDuGZG,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,10,10,10,10,10,Very much in favor,High,30,2016,Yes,,,20,0,0,20,10,70,In favor,Moderate,0,,Other (explain below),journals in behavior analysis don’t offer this to my knowledge,No,2,0,20,80,0,0,Very much in favor,Low,0,,,,No,2,0,10,80,10,0,Very much in favor,100,0,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,,,Yes,90,0,0,10,80,10,2,1,7,3,4,5,6,Too time consuming/lack of support,2,1,4,5,3,6,3,1,5,4,6,2,"Conference presentation or workshop,Journal publication or scholarly work,Mentor or advisor,Colleague or peer,Doctoral training program",,"Journal publication or scholarly work,Colleague or peer",,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,White,,Cisgender man,,Applied researcher,,University,,Associate Professor,,10,37,I mainly conduct single-case design research,
5/3/24 12:45,5/3/24 13:37,IP Address,100,3140,TRUE,5/3/24 13:37,R_2PTTqDhf3yns3Jx,anonymous,EN,0.899999976,Agree,"I am aware of open science, but have not used open science practices in my research",,,,9,,Very much in favor,Low,0,0,Yes,I won’t be credited for it,,50,10,10,30,40,10,"No opinion (i.e., I did not know anything about preregisteration before this survey)",None,0,0,,,No,5,20,30,30,10,10,Very much in favor,Moderate ,0,0,,,No,20,0,5,15,20,60,Very much in favor,1,2022,Supplemental materials,,,,Yes,60,0,0,0,0,100,3,1,5,4,7,6,2,Lack of knowledge of open science practices,2,5,4,3,1,6,4,2,6,5,3,1,"Journal publication or scholarly work,Training from your institution,Mentor or advisor,Other (explain below)",This survey,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Mentor or advisor,Colleague or peer,Doctoral training program,Online webinar, blog, or podcast",,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,White,,Cisgender woman,,Scientist-practitioner,,Private clinic,,Post-doctoral Researcher ,,1,1,I mainly conduct single-case design research,
5/3/24 14:53,5/3/24 15:12,IP Address,100,1135,TRUE,5/3/24 15:12,R_7dLTyqWV086Qxgf,anonymous,EN,0.899999976,Agree,"Until now, I was unaware of open science practices",,,,,,"No opinion (i.e., I did not know anything about preprints before this survey)",None,0,0,I don't have any scholarly work,,,20,5,5,20,40,30,"No opinion (i.e., I did not know anything about preregisteration before this survey)",None,0,0,I was unfamiliar with the practice,,I don't have any scholarly work,15,15,15,20,25,25,"No opinion (i.e., I did not know anything about sharing data before this survey)",None,0,0,I was unfamiliar with the practice,,I don't have any scholarly work,10,20,20,20,20,20,"No opinion (i.e., I did not know anything about sharing materials before this survey)",0,0,,,I was unfamiliar with the practice,,I don't have any empirical scholarly work,10,15,15,20,25,25,1,3,5,2,6,7,4,,1,2,4,5,6,3,1,2,4,5,6,3,,,"Conference presentation or workshop,Journal publication or scholarly work,Training from your institution,Mentor or advisor,Colleague or peer",,,,,,,,White,,Cisgender man,,Practitioner ,,Private clinic,,Other (please explain),Master's Student,2,0,I mainly conduct single-case design research,
5/3/24 22:13,5/3/24 22:29,IP Address,100,905,TRUE,5/3/24 22:29,R_4Tz8yIKG3iBxu1R,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,7,6,9,7,9,In favor,Moderate,10,2022,Yes,"It was too time consuming,I didn’t want others to use my findings before peer review",,21,30,20,15,20,15,"Neither in favor nor against (i.e., neutral)",Moderate,10,2022,I didn't want others to use my plans for their own research,,No,10,30,20,20,20,10,"Neither in favor nor against (i.e., neutral)",Low,10,2022,I didn't want others to use the data for their own research,,No,10,30,20,20,20,10,"Neither in favor nor against (i.e., neutral)",10,2022,"Supplemental materials,Repository",,I didn't want others to use my plans for their own research,,No,10,30,20,20,20,10,2,5,1,4,6,7,3,Lack of knowledge of open science practices,2,3,4,5,6,1,2,4,3,5,6,1,"Journal publication or scholarly work,Journal club",,"Conference presentation or workshop,Journal publication or scholarly work,Mentor or advisor,Colleague or peer,Journal club",,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,White,,Cisgender man,,Applied researcher,,University,,Post-doctoral Researcher ,,4,17,I mainly conduct group design research,
5/4/24 14:44,5/4/24 15:07,IP Address,100,1354,TRUE,5/4/24 15:07,R_2PZM0hQmC4wfSpj,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,9,7,3,7,3,Very much in favor,Moderate,2,2023,Yes,"I was nervous that someone would discover a mistake,I didn’t want others to use my findings before peer review,I didn’t want to share something that might be different than the final version ",,20,0,30,50,15,5,Very much in favor,Low,0,0,"It was too difficult,I didn't want others to use my plans for their own research,I was nervous that someone would discover a mistake",,No,10,0,15,60,25,0,In favor,Low,1,2020,"The data were proprietary, or access was restricted,It was too time consuming,I didn't want others to use the data for their own research,The data were too difficult to anonymize (human subjects),I didn’t want to lose control over how the data were used,I didn't want to have to update the data with fixes",,Yes,20,0,25,65,10,0,Very much in favor,0,0,Comment in the manuscript that I can be contacted for materials,,"I didn't want others to use my plans for their own research,I was nervous that someone would discover a mistake,I was worried it would reduce publishability of my findings ,I won't be credited for it",,No,30,0,20,40,30,10,1,3,4,2,5,7,6,"Lack of knowledge of open science practices,I did not want to share my ideas/data",1,4,2,3,6,5,1,3,5,2,6,4,"Journal publication or scholarly work,Colleague or peer,Online webinar, blog, or podcast",,"Conference presentation or workshop,Training from professional organizations,Online webinar, blog, or podcast",,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,White,,Cisgender woman,,Basic researcher,,University,,Professor,,23,80,I mainly conduct group design research,
5/5/24 6:12,5/5/24 6:27,IP Address,100,900,TRUE,5/5/24 6:27,R_4BRWy03fOH4u2Wq,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,2,3,10,2,2,"Neither in favor nor against (i.e., neutral)",Moderate,10,23,No,,,15,30,30,10,20,10,"Neither in favor nor against (i.e., neutral)",Moderate,10,23,"It was too difficult,I was unfamiliar with the practice,I was worried it would reduce publishability of my findings ",,Yes,15,20,30,30,10,10,"Neither in favor nor against (i.e., neutral)",Low,15,23,"It was too time consuming,I was unfamiliar with the practice",,No,5,30,30,10,20,10,In favor,20,21,"Supplemental materials,Repository",,"It was too time consuming,I was nervous that someone would discover a mistake",,Yes,25,10,20,30,30,10,1,3,5,4,6,7,2,"Lack of knowledge of open science practices,Lack of direct benefit to me",1,3,2,5,4,6,1,3,2,5,4,6,"Conference presentation or workshop,Mentor or advisor,Colleague or peer",,"Journal publication or scholarly work,Mentor or advisor,Colleague or peer",,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,White,,Cisgender man,,Scientist-practitioner,,University,,Post-doctoral Researcher ,,3,10,I mainly conduct systematic reviews and meta-analyses,
5/5/24 23:00,5/5/24 23:13,IP Address,100,799,TRUE,5/5/24 23:13,R_4mSIkLcoC9FuWrf,anonymous,EN,0.300000012,Agree,I have some experience with open science practices,5,6,6,5,6,In favor,Moderate,55,1988,Yes,I didn’t perceive my field to be in favor of this,,60,9,11,20,40,20,In favor,Moderate,55,1988,I was nervous that someone would discover a mistake,,Yes,60,8,10,22,30,30,In favor,Moderate ,59,1989,The data were already available in a repository,,Yes,55,6,18,32,33,11,In favor,63,1988,Repository,,My collaborators were opposed to doing it,,Yes,69,3,13,30,40,14,2,5,3,6,7,4,1,Lack of knowledge of open science practices,1,3,5,4,2,6,2,1,5,4,3,6,Training from your institution,,Mentor or advisor,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Basic researcher,,University,,Industry Researcher,,6,500,I mainly conduct group design research,
5/5/24 23:25,5/5/24 23:43,IP Address,100,1114,TRUE,5/5/24 23:43,R_3q3t0pJESxjYzjU,anonymous,EN,0.899999976,Agree,"I am aware of open science, but have not used open science practices in my research",5,5,5,5,5,In favor,Low,20,2022,Yes,I didn’t perceive my field to be in favor of this,,30,20,10,30,20,20,In favor,Moderate,20,2023,I was unfamiliar with the practice,,Yes,20,10,10,20,30,30,In favor,Moderate ,20,2023,I didn’t perceive my field to be in favor of this,,Yes,30,10,10,30,25,25,In favor,50,2022,"Supplemental materials,Comment in the manuscript that I can be contacted for materials,Repository",,I didn't perceive my field to be in favor of this,,Yes,50,10,10,30,25,25,3,6,1,2,7,5,4,"I did not want to share my ideas/data,Lack of knowledge of suitable registries,Opposition from collaborators ",3,1,4,2,5,6,5,1,4,2,3,6,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Mentor or advisor,Colleague or peer",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Mentor or advisor,Colleague or peer",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"White,Hispanic, Latino, or Spanish",,Cisgender woman,,Applied researcher,,University,,Doctoral Student ,,2,10,I mainly conduct group design research,
5/5/24 23:42,5/5/24 23:49,IP Address,100,412,TRUE,5/5/24 23:49,R_2Y4Cfo8ccXLwGfQ,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,4,6,5,6,5,In favor,Moderate,50,1990,Yes,I didn’t want others to use my findings before peer review,,55,5,16,28,31,20,In favor,Moderate,54,1990,I was unfamiliar with the practice,,Yes,58,3,16,21,36,24,In favor,Moderate ,56,1991,I didn't want to be asked questions about using data,,Yes,60,3,11,14,46,26,In favor,67,1990,Comment in the manuscript that I can be contacted for materials,,My collaborators were opposed to doing it,,Yes,60,5,19,23,36,17,2,1,5,4,7,6,3,Too time consuming/lack of support,3,1,6,2,4,5,3,2,1,4,6,5,Training from your institution,,Training from your institution,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,3,300,I mainly conduct group design research,
5/6/24 2:20,5/6/24 2:31,IP Address,100,653,TRUE,5/6/24 2:31,R_1rHtvLLBSXlLj0N,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,7,8,8,7,8,In favor,Moderate,60,1988,Yes,I was unfamiliar with the practice,,66,9,15,19,36,21,In favor,Moderate,68,1990,It didn't seem relevant for my work,,Yes,59,3,6,29,34,28,In favor,Moderate ,88,1991,I was nervous that someone would discover a mistake,,Yes,69,3,8,19,39,31,In favor,88,1986,Comment in the manuscript that I can be contacted for materials,,I didn't know of a suitable registry,,Yes,66,2,9,21,33,35,6,3,4,7,1,2,5,Lack of knowledge of suitable registries,3,2,4,1,5,6,5,3,2,6,1,4,"Mentor or advisor,Colleague or peer",,"Journal publication or scholarly work,Training from your institution",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,11,600,I mainly conduct group design research,
5/6/24 2:52,5/6/24 3:00,IP Address,100,482,TRUE,5/6/24 3:00,R_2qVB3hTbnrctQxB,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,8,8,8,8,8,Very much in favor,High,50,2023,Yes,It was too time consuming,,30,10,10,10,20,50,Very much in favor,High,40,2023,It was too time consuming,,Yes,60,5,5,10,20,60,Very much in favor,High,70,2023,"The data were proprietary, or access was restricted",,Yes,50,5,5,10,10,70,Very much in favor,60,2023,Supplemental materials,,It was too time consuming,,Yes,70,5,5,10,10,70,1,3,2,4,6,7,5,Too time consuming/lack of support,3,1,4,2,5,6,3,1,4,2,5,6,Conference presentation or workshop,,"Journal publication or scholarly work,Training from professional organizations",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender woman,,Applied researcher,,University,,Post-doctoral Researcher ,,3,30,I mainly conduct single-case design research,
5/6/24 3:12,5/6/24 3:19,IP Address,100,380,TRUE,5/6/24 3:19,R_26RSP9n6kxdPMM9,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,8,8,8,8,7,In favor,Moderate,66,1988,Yes,I didn’t want to dilute attention to the scholarly work when it was published ,,88,3,6,13,35,43,In favor,Moderate,69,1991,I was nervous that someone would discover a mistake,,Yes,55,3,6,19,36,36,In favor,Moderate ,66,1989,"I didn't want to be asked questions about using data,I didn't know of a suitable repository",,Yes,70,3,5,10,36,46,In favor,89,1991,Repository,,"It didn't seem relevant for my work,I was worried it would reduce publishability of my findings ",,,60,4,9,11,37,39,5,2,1,4,7,6,3,Lack of knowledge of suitable registries,2,4,6,1,5,3,3,5,4,2,6,1,"Training from professional organizations,Training from your institution,Mentor or advisor",,"Training from professional organizations,Colleague or peer,Online webinar, blog, or podcast",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,10,600,I mainly conduct group design research,
5/6/24 3:25,5/6/24 3:50,IP Address,100,1453,TRUE,5/6/24 3:50,R_3PjfwKkcCCzCqDO,anonymous,EN,0.899999976,Agree,I have extensive experience with open science practices,9,9,9,9,9,Very much in favor,High,60,2010,Yes,It was too time consuming,,80,5,5,10,10,70,Very much in favor,High,75,2010,It was too time consuming,,Yes,80,5,5,10,10,70,Very much in favor,High,75,2010,It was too time consuming,,Yes,80,5,5,10,10,70,Very much in favor,80,2010,Repository,,It was too time consuming,,Yes,80,5,5,10,10,70,2,6,3,4,7,5,1,Too time consuming/lack of support,5,6,3,2,4,1,1,6,3,2,4,5,Colleague or peer,,"Conference presentation or workshop,Online webinar, blog, or podcast",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Scientist-practitioner,,University,,Professor,,20,500,I mainly conduct systematic reviews and meta-analyses,
5/6/24 3:51,5/6/24 3:56,IP Address,100,276,TRUE,5/6/24 3:56,R_45scH9z1cBIHQpX,anonymous,EN,1,Agree,I have some experience with open science practices,9,9,9,9,9,Very much in favor,High,80,2000,,It was too time consuming,,80,5,5,10,10,70,Very much in favor,Moderate,80,2000,It was too time consuming,,Yes,80,5,5,10,10,70,Very much in favor,Moderate ,80,2000,It was too time consuming,,Yes,80,5,5,10,10,70,Very much in favor,80,2000,Supplemental materials,,It was too time consuming,,Yes,80,5,5,10,10,70,2,5,3,4,7,6,1,Too time consuming/lack of support,4,5,2,1,3,6,2,5,4,1,3,6,Conference presentation or workshop,,Mentor or advisor,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Scientist-practitioner,,University,,Professor,,20,500,,
